,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,Latitude,Longitude,geometry,BuildingAge
3819,642_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,99084,0,99084,non-refrigerated warehouse,99084.0,No information,0.0,No information,0.0,83.0,1618110.375,0.0,795088.0,823022.0,49.25,47.57096,-122.3355,POINT (-122.3355 47.57096),90
3821,649_2016,2016,nonresidential,small- and mid-sized office,3,EAST,0.0,4.0,76624,0,76624,office,76624.0,No information,0.0,No information,0.0,91.0,2773647.5,0.0,2468547.0,305100.0,33.41,47.59534849,-122.327269,POINT (-122.327269 47.59534849),86
3823,651_2016,2016,nonresidential,medical office,7,LAKE UNION,1.0,5.0,129093,39902,89191,medical office,89131.0,parking,37652.0,other,5615.0,6.0,19248732.0,0.0,11800324.0,7448407.0,477.85,47.62395,-122.33392,POINT (-122.33392 47.62395),8
3828,657_2016,2016,nonresidential,mixed use property,7,DOWNTOWN,0.0,0.0,516407,0,516407,parking,385196.0,multifamily housing,340236.0,hotel,67627.0,31.0,39403320.0,0.0,29432803.0,9970512.0,734.72,47.61783,-122.33729,POINT (-122.33729 47.61783),10
3830,659_2016,2016,nonresidential,large office,7,DOWNTOWN,1.0,42.0,1592914,0,1592914,office,914832.0,parking,348788.0,financial office,303910.0,97.0,56498868.0,986403.1875,55123924.0,388532.0,481.06,47.6074,-122.33777,POINT (-122.33777 47.6074),11
3834,673_2016,2016,nonresidential,retail store,1,DELRIDGE,0.0,1.0,94713,0,94713,retail store,109758.0,No information,0.0,No information,0.0,79.0,5417598.0,0.0,4182901.0,1234697.0,94.74,47.53655,-122.36377,POINT (-122.36377 47.53655),11
3844,685_2016,2016,nonresidential,large office,7,DOWNTOWN,1.0,14.0,362046,0,362046,office,232443.0,parking,97874.0,other,3534.0,86.0,15725581.0,0.0,15566951.0,158627.0,116.95,47.61567,-122.33503,POINT (-122.33503 47.61567),8
3847,690_2016,2016,nonresidential,large office,7,DOWNTOWN,1.0,23.0,538933,0,538933,office,366554.0,parking,122821.0,No information,0.0,90.0,16020642.0,0.0,16020640.0,0.0,111.69,47.6115,-122.33278,POINT (-122.33278 47.6115),15
3853,700_2016,2016,nonresidential,supermarket / grocery store,7,MAGNOLIA / QUEEN ANNE,1.0,1.0,57176,0,57176,supermarket/grocery store,39500.0,retail store,15000.0,"personal services (health/beauty, dry cleaning, etc)",5500.0,31.0,12525174.0,0.0,0.0,0.0,0.0,47.63718,-122.37734,POINT (-122.37734 47.63718),8
3859,705_2016,2016,nonresidential,large office,7,MAGNOLIA / QUEEN ANNE,1.0,5.0,159937,55971,103966,office,106449.0,parking,50258.0,No information,0.0,63.0,7857972.5,0.0,7857972.0,0.0,54.78,47.62175,-122.36313,POINT (-122.36313 47.62175),16
3865,711_2016,2016,nonresidential,warehouse,7,DOWNTOWN,1.0,5.0,154330,0,154330,non-refrigerated warehouse,95330.0,No information,0.0,No information,0.0,81.0,1262235.25,0.0,1262235.0,0.0,8.8,47.60703,-122.34038,POINT (-122.34038 47.60703),104
3869,716_2016,2016,nonresidential,retail store,7,DOWNTOWN,1.0,6.0,86204,0,86204,other,67670.0,retail store,13534.0,No information,0.0,89.0,3241917.0,0.0,2235899.0,1006018.0,69.02,47.60223,-122.33602,POINT (-122.33602 47.60223),106
3870,717_2016,2016,nonresidential cos,warehouse,2,GREATER DUWAMISH,1.0,2.0,145158,0,145158,non-refrigerated warehouse,101633.0,office,48544.0,other,10270.0,51.0,8384523.0,0.0,7062138.0,1322385.0,119.46,47.5829,-122.32417,POINT (-122.32417 47.5829),31
3873,720_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,4.0,149881,0,149881,non-refrigerated warehouse,119593.0,office,30288.0,No information,0.0,97.0,2417401.25,0.0,705059.0,1712342.0,95.86,47.58553,-122.32511,POINT (-122.32511 47.58553),65
3874,722_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,3.0,98220,0,98220,non-refrigerated warehouse,129420.0,No information,0.0,No information,0.0,12.0,6468090.0,0.0,5813591.0,654498.0,75.29,47.58042,-122.32552,POINT (-122.32552 47.58042),65
3878,728_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,2.0,61200,0,61200,non-refrigerated warehouse,61200.0,No information,0.0,No information,0.0,16.0,4912143.0,0.0,1782902.0,3129241.0,178.62,47.58241,-122.32866,POINT (-122.32866 47.58241),85
3882,732_2016,2016,nonresidential,supermarket / grocery store,6,NORTHWEST,1.0,1.0,141890,35545,106345,supermarket/grocery store,168735.0,parking,0.0,parking,0.0,91.0,16865978.0,0.0,13051820.0,3814156.0,293.56,47.69197,-122.35877,POINT (-122.35877 47.69197),46
3895,750,2016,nonresidential,large office,7,DOWNTOWN,1.0,7.0,274362,0,274362,office,274362.0,No information,0.0,No information,0.0,82.0,16540550.0,0.0,15836054.0,704494.0,147.82,47.61628,-122.33391,POINT (-122.33391 47.61628),63
3926,784_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,73296,0,73296,non-refrigerated warehouse,77800.0,parking,0.0,No information,0.0,83.0,2356376.75,0.0,1117577.0,1238800.0,73.58,47.58454,-122.3269,POINT (-122.3269 47.58454),56
3933,794_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,115620,0,115620,non-refrigerated warehouse,56900.0,No information,0.0,No information,0.0,11.0,1951856.25,0.0,1951856.0,0.0,13.61,47.54923,-122.32446,POINT (-122.32446 47.54923),50
3934,796_2016,2016,nonresidential,large office,2,GREATER DUWAMISH,1.0,5.0,238148,0,238148,office,245240.0,parking,5616.0,parking,5616.0,93.0,10775646.0,0.0,10775645.0,0.0,75.12,47.54699,-122.32882,POINT (-122.32882 47.54699),41
3935,797_2016,2016,nonresidential,distribution center,2,GREATER DUWAMISH,1.0,1.0,71718,0,71718,distribution center,71718.0,No information,0.0,No information,0.0,100.0,151754.2969,0.0,151754.0,0.0,1.06,47.54326,-122.33134,POINT (-122.33134 47.54326),47
3936,798_2016,2016,nonresidential,warehouse,1,GREATER DUWAMISH,1.0,1.0,55450,0,55450,non-refrigerated warehouse,34206.0,office,21244.0,No information,0.0,31.0,4345698.0,0.0,2149197.0,2196501.0,131.64,47.53628,-122.3329,POINT (-122.3329 47.53628),47
3938,800_2016,2016,nonresidential,retail store,1,DELRIDGE,1.0,1.0,102500,0,102500,retail store,99471.0,parking,0.0,No information,0.0,81.0,7305474.0,0.0,4972873.0,2332600.0,158.55,47.52222,-122.36892,POINT (-122.36892 47.52222),24
3940,802_2016,2016,nonresidential,supermarket / grocery store,2,GREATER DUWAMISH,1.0,1.0,50785,0,50785,supermarket/grocery store,27382.0,No information,0.0,No information,0.0,57.0,7439009.0,0.0,4327325.0,3111684.0,195.43,47.57903,-122.29982,POINT (-122.29982 47.57903),53
3947,811_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,179413,0,179413,non-refrigerated warehouse,178087.0,No information,0.0,No information,0.0,57.0,3459543.0,0.0,3459542.0,0.0,24.12,47.56733,-122.3352,POINT (-122.3352 47.56733),70
3949,813_2016,2016,nonresidential,warehouse,1,DELRIDGE,1.0,1.0,170632,0,170632,non-refrigerated warehouse,164806.0,office,5826.0,No information,0.0,98.0,602245.0,0.0,602245.0,0.0,4.2,47.5725,-122.3571,POINT (-122.3571 47.5725),50
3955,821_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,2.0,123000,0,123000,non-refrigerated warehouse,112484.0,office,24433.0,No information,0.0,47.0,3004271.0,0.0,3004271.0,0.0,20.94,47.51304,-122.28394,POINT (-122.28394 47.51304),50
3957,822_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,60448,0,60448,non-refrigerated warehouse,52702.0,office,7746.0,No information,0.0,90.0,1052244.75,0.0,620853.0,431392.0,27.24,47.51168,-122.28285,POINT (-122.28285 47.51168),38
3958,828_2016,2016,nonresidential,hospital,3,EAST,7.0,14.0,1765970,0,1765970,hospital (general medical & surgical),1639334.0,parking,441551.0,No information,0.0,54.0,291614432.0,134943456.0,139354828.0,17316120.0,12307.16,47.608951,-122.322402,POINT (-122.322402 47.608951),22
3962,832_2016,2016,nonresidential,other,5,NORTH,1.0,5.0,90266,0,90266,financial office,87552.0,No information,0.0,No information,0.0,18.0,7771933.5,0.0,7771933.0,0.0,54.18,47.6993,-122.32378,POINT (-122.32378 47.6993),29
3963,837_2016,2016,nonresidential,warehouse,6,BALLARD,1.0,4.0,87332,6458,80874,non-refrigerated warehouse,87332.0,No information,0.0,No information,0.0,87.0,1165598.875,0.0,1027649.0,137950.0,14.49,47.6582,-122.36434,POINT (-122.36434 47.6582),12
3967,845_2016,2016,nonresidential,warehouse,3,EAST,1.0,4.0,132828,0,132828,non-refrigerated warehouse,132828.0,No information,0.0,No information,0.0,83.0,1083729.625,0.0,1083729.0,0.0,7.56,47.61818,-122.31728,POINT (-122.31728 47.61818),28
3968,847_2016,2016,nonresidential,warehouse,1,DELRIDGE,1.0,1.0,70400,0,70400,non-refrigerated warehouse,58047.0,office,12353.0,No information,0.0,1.0,13962749.0,0.0,9916987.0,4045761.0,284.01,47.53935,-122.34402,POINT (-122.34402 47.53935),46
3973,857_2016,2016,nonresidential,warehouse,1,SOUTHWEST,1.0,1.0,152365,0,152365,non-refrigerated warehouse,149293.0,office,7858.0,No information,0.0,88.0,1069749.75,0.0,948207.0,121543.0,13.07,47.57311,-122.3601,POINT (-122.3601 47.57311),51
3976,864_2016,2016,nonresidential,warehouse,5,NORTH,1.0,4.0,80360,0,80360,non-refrigerated warehouse,80360.0,No information,0.0,No information,0.0,96.0,686019.1875,0.0,437019.0,249000.0,16.27,47.70799,-122.30185,POINT (-122.30185 47.70799),29
3978,867_2016,2016,nonresidential,supermarket / grocery store,3,EAST,1.0,3.0,119190,0,119190,supermarket/grocery store,46280.0,No information,0.0,No information,0.0,71.0,10077532.0,0.0,5813407.0,4264124.0,267.0,47.61318,-122.32122,POINT (-122.32122 47.61318),20
3980,1280_2016,2016,nonresidential,mixed use property,2,GREATER DUWAMISH,1.0,3.0,66138,12586,53552,office,26044.0,manufacturing/industrial plant,13884.0,parking,13858.0,3.0,7070998.5,0.0,7070998.0,0.0,49.29,47.58718,-122.33467,POINT (-122.33467 47.58718),95
3984,19445_2016,2016,nonresidential,low-rise multifamily,4,LAKE UNION,1.0,3.0,93079,36093,56986,multifamily housing,91064.0,No information,0.0,No information,0.0,32.0,1997181.5,0.0,1744199.0,252982.0,25.6,47.64859,-122.33311,POINT (-122.33311 47.64859),16
3997,19477_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,44100,0,44100,non-refrigerated warehouse,40000.0,No information,0.0,No information,0.0,1.0,1618916.375,0.0,1618916.0,0.0,11.29,47.54137,-122.33051,POINT (-122.33051 47.54137),40
4000,19489_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,46340,0,46340,non-refrigerated warehouse,46340.0,No information,0.0,No information,0.0,3.0,2564004.0,0.0,2564004.0,0.0,17.87,47.55436,-122.33631,POINT (-122.33631 47.55436),15
4022,19570_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,37351,0,37351,non-refrigerated warehouse,29551.0,office,9569.0,No information,0.0,10.0,2559461.75,0.0,1276462.0,1283000.0,77.04,47.51018,-122.28192,POINT (-122.28192 47.51018),47
4023,19572_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,30375,0,30375,non-refrigerated warehouse,30375.0,No information,0.0,No information,0.0,73.0,345866.6875,0.0,345867.0,0.0,2.41,47.51127,-122.281,POINT (-122.281 47.51127),35
4198,20029_2016,2016,nonresidential,residence hall,4,NORTHEAST,1.0,3.0,21499,0,21499,residence hall/dormitory,21499.0,No information,0.0,No information,0.0,85.0,605130.6875,0.0,605130.0,0.0,4.22,47.66282,-122.305,POINT (-122.305 47.66282),95
4207,20066_2016,2016,nonresidential,hotel,4,NORTHEAST,2.0,2.0,24100,0,24100,hotel,30910.0,No information,0.0,No information,0.0,91.0,1587454.75,0.0,817987.0,769468.0,46.57,47.66355,-122.30123,POINT (-122.30123 47.66355),55
4228,20145_2016,2016,nonresidential,senior care community,3,EAST,1.0,6.0,62334,0,62334,senior care community,35696.0,bank branch,15661.0,parking,10877.0,100.0,1076733.25,0.0,481168.0,595565.0,34.98,47.60897,-122.32507,POINT (-122.32507 47.60897),10
4274,20273_2016,2016,nonresidential,residence hall,4,NORTHEAST,1.0,3.0,28572,0,28572,residence hall/dormitory,22000.0,parking,7000.0,No information,0.0,16.0,2717863.25,0.0,1187175.0,1530688.0,89.57,47.65711,-122.31409,POINT (-122.31409 47.65711),23
4292,20323_2016,2016,nonresidential,residence hall,3,EAST,0.0,15.0,115775,31535,84240,residence hall/dormitory,150000.0,office,25000.0,No information,0.0,94.0,2882489.75,0.0,2882489.0,0.0,20.09,47.60817,-122.32654,POINT (-122.32654 47.60817),34
4294,20325_2016,2016,campus,k-12 school,4,NORTHEAST,5.0,3.0,21500,0,21500,k-12 school,96154.0,No information,0.0,No information,0.0,44.0,6689184.0,0.0,3307692.0,3381491.0,202.65,47.687,-122.30013,POINT (-122.30013 47.687),27
4303,20369_2016,2016,nonresidential,small- and mid-sized office,4,LAKE UNION,1.0,2.0,84116,26497,57619,office,55000.0,No information,0.0,No information,0.0,68.0,2641681.75,0.0,2605669.0,36012.0,20.08,47.64834,-122.33188,POINT (-122.33188 47.64834),4
4306,20377_2016,2016,nonresidential,senior care community,2,SOUTHEAST,1.0,3.0,78374,0,78374,senior care community,58665.0,parking,0.0,No information,0.0,98.0,3321035.75,0.0,3321035.0,0.0,23.15,47.57188,-122.29531,POINT (-122.29531 47.57188),35
4330,20435_2016,2016,nonresidential,supermarket / grocery store,1,SOUTHWEST,1.0,2.0,25762,0,25762,supermarket/grocery store,25762.0,No information,0.0,No information,0.0,100.0,1906384.875,0.0,1906385.0,0.0,13.29,47.56197,-122.38109,POINT (-122.38109 47.56197),70
4350,20500_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,37500,0,37500,non-refrigerated warehouse,61419.0,No information,0.0,No information,0.0,36.0,1811506.375,0.0,1799898.0,11608.0,13.16,47.552,-122.32262,POINT (-122.32262 47.552),31
4371,20556_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,2.0,32400,0,32400,non-refrigerated warehouse,32700.0,No information,0.0,No information,0.0,91.0,248616.0,0.0,248616.0,0.0,1.73,47.5741,-122.32541,POINT (-122.32541 47.5741),61
4373,20565_2016,2016,nonresidential,supermarket / grocery store,7,MAGNOLIA / QUEEN ANNE,1.0,1.0,25159,0,25159,supermarket/grocery store,25883.0,parking,0.0,No information,0.0,38.0,8905287.0,0.0,4878886.0,4026400.0,247.85,47.63776,-122.35606,POINT (-122.35606 47.63776),54
4382,20605_2016,2016,nonresidential,warehouse,1,DELRIDGE,1.0,1.0,31521,0,31521,non-refrigerated warehouse,31521.0,No information,0.0,No information,0.0,6.0,1788148.0,0.0,720945.0,1067203.0,61.71,47.56447,-122.35335,POINT (-122.35335 47.56447),63
4400,20707_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,30545,0,30545,non-refrigerated warehouse,23545.0,office,7000.0,No information,0.0,12.0,1577040.875,0.0,481781.0,1095260.0,61.53,47.55302,-122.33605,POINT (-122.33605 47.55302),78
4444,20861_2016,2016,nonresidential,residence hall,4,LAKE UNION,1.0,3.0,21118,0,21118,residence hall/dormitory,21118.0,No information,0.0,No information,0.0,49.0,1361427.75,0.0,710939.0,650489.0,39.5,47.65014,-122.34424,POINT (-122.34424 47.65014),28
4445,20868_2016,2016,nonresidential,large office,4,LAKE UNION,1.0,5.0,206126,79284,126842,office,101941.0,parking,73177.0,other,8324.0,98.0,4489661.0,0.0,3601473.0,887828.0,72.26,47.64868,-122.34254,POINT (-122.34254 47.64868),3
4449,20885_2016,2016,nonresidential,senior care community,6,BALLARD,1.0,2.0,34636,31000,3636,senior care community,36000.0,parking,0.0,No information,0.0,3.0,12148720.0,0.0,3561375.0,8587344.0,480.9,47.69875,-122.36725,POINT (-122.36725 47.69875),50
4462,20967_2016,2016,sps-district k-12,k-12 school,2,SOUTHEAST,1.0,1.0,33105,0,33105,k-12 school,33105.0,No information,0.0,No information,0.0,79.0,1725336.25,0.0,473807.0,1251530.0,69.77,47.55818,-122.28712,POINT (-122.28712 47.55818),91
4464,20976_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,22320,0,22320,non-refrigerated warehouse,22320.0,No information,0.0,No information,0.0,62.0,439065.9063,0.0,439066.0,0.0,3.06,47.55374,-122.32498,POINT (-122.32498 47.55374),39
4472,20989_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,20500,0,20500,non-refrigerated warehouse,21386.0,No information,0.0,No information,0.0,65.0,222600.0938,0.0,222600.0,0.0,1.55,47.55127,-122.32576,POINT (-122.32576 47.55127),47
4487,21103,2016,nonresidential,hotel,7,DOWNTOWN,1.0,8.0,61721,0,61721,No information,0.0,No information,0.0,No information,0.0,93.0,2897079.75,0.0,2534592.0,362488.0,36.92,47.61203,-122.34165,POINT (-122.34165 47.61203),106
4519,21182_2016,2016,nonresidential,small- and mid-sized office,7,MAGNOLIA / QUEEN ANNE,1.0,3.0,34545,0,34545,office,34545.0,No information,0.0,No information,0.0,29.0,2313978.75,0.0,2313979.0,0.0,16.13,47.64934,-122.35592,POINT (-122.35592 47.64934),36
4536,21219_2016,2016,nonresidential,warehouse,5,NORTHWEST,1.0,1.0,48112,0,48112,non-refrigerated warehouse,48112.0,No information,0.0,No information,0.0,73.0,1485945.875,0.0,1485946.0,0.0,10.36,47.72183,-122.34328,POINT (-122.34328 47.72183),44
4550,21262_2016,2016,nonresidential,residence hall,7,DOWNTOWN,1.0,4.0,29796,0,29796,residence hall/dormitory,29796.0,No information,0.0,No information,0.0,47.0,2233262.0,0.0,845812.0,1387450.0,79.58,47.61283,-122.34392,POINT (-122.34392 47.61283),107
4596,21365_2016,2016,nonresidential,medical office,3,EAST,0.0,3.0,39115,0,39115,medical office,50000.0,No information,0.0,No information,0.0,42.0,3735308.5,0.0,2998320.0,736988.0,60.04,47.60865416,-122.3205904,POINT (-122.3205904 47.60865416),53
4603,21382_2016,2016,nonresidential,warehouse,6,BALLARD,1.0,1.0,36444,0,36444,non-refrigerated warehouse,36444.0,No information,0.0,No information,0.0,80.0,161311.0938,0.0,161311.0,0.0,1.12,47.66388,-122.36831,POINT (-122.36831 47.66388),56
4604,21388_2016,2016,nonresidential,warehouse,6,BALLARD,1.0,1.0,27553,0,27553,non-refrigerated warehouse,27553.0,No information,0.0,No information,0.0,63.0,966677.125,0.0,427592.0,539085.0,31.61,47.65907,-122.36783,POINT (-122.36783 47.65907),66
4654,21505_2016,2016,nonresidential,small- and mid-sized office,7,DOWNTOWN,1.0,5.0,66900,0,66900,office,68048.0,No information,0.0,No information,0.0,100.0,1634178.25,0.0,1574921.0,59257.0,14.13,47.6123,-122.34611,POINT (-122.34611 47.6123),107
4704,21622_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,29380,0,29380,non-refrigerated warehouse,16768.0,office,6837.0,other,5775.0,33.0,856088.625,0.0,856089.0,0.0,5.97,47.53906,-122.32031,POINT (-122.32031 47.53906),39
4758,21741_2016,2016,nonresidential,senior care community,7,LAKE UNION,1.0,14.0,724148,0,724148,senior care community,726000.0,No information,0.0,No information,0.0,8.0,37797084.0,0.0,23718388.0,14078694.0,913.07,47.61935,-122.33389,POINT (-122.33389 47.61935),10
4766,21774_2016,2016,sps-district k-12,k-12 school,1,DELRIDGE,1.0,2.0,54528,0,54528,k-12 school,54285.0,No information,0.0,No information,0.0,75.0,1972078.625,0.0,1972078.0,0.0,13.75,47.54176,-122.37349,POINT (-122.37349 47.54176),28
4772,21786_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,28126,0,28126,non-refrigerated warehouse,21780.0,office,6346.0,No information,0.0,44.0,870625.8125,0.0,598370.0,272256.0,18.63,47.56056,-122.32593,POINT (-122.32593 47.56056),41
4773,21787_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,35000,0,35000,non-refrigerated warehouse,35000.0,No information,0.0,No information,0.0,53.0,378714.4063,0.0,378714.0,0.0,2.64,47.54813,-122.32553,POINT (-122.32553 47.54813),52
4774,21792_2016,2016,nonresidential,warehouse,2,GREATER DUWAMISH,1.0,1.0,26150,0,26150,non-refrigerated warehouse,26150.0,No information,0.0,No information,0.0,6.0,1208407.625,0.0,815508.0,392900.0,26.55,47.54948,-122.32536,POINT (-122.32536 47.54948),54
4776,21794_2016,2016,nonresidential,k-12 school,3,EAST,1.0,5.0,43594,0,43594,k-12 school,40809.0,No information,0.0,No information,0.0,38.0,2478045.5,0.0,1264732.0,1213313.0,73.26,47.64132,-122.31644,POINT (-122.31644 47.64132),48
4802,21893_2016,2016,nonresidential,warehouse,1,GREATER DUWAMISH,1.0,1.0,31600,0,31600,non-refrigerated warehouse,31600.0,No information,0.0,No information,0.0,3.0,3363535.5,0.0,1633306.0,1730229.0,103.28,47.5213,-122.32182,POINT (-122.32182 47.5213),37
4803,21894_2016,2016,nonresidential,warehouse,1,GREATER DUWAMISH,1.0,1.0,35289,0,35289,non-refrigerated warehouse,35289.0,No information,0.0,No information,0.0,63.0,876425.0,0.0,490823.0,385602.0,23.9,47.52024,-122.32137,POINT (-122.32137 47.52024),9
4804,21896_2016,2016,nonresidential,warehouse,1,GREATER DUWAMISH,1.0,1.0,28920,0,28920,non-refrigerated warehouse,30000.0,No information,0.0,No information,0.0,50.0,1750419.0,0.0,279044.0,1471375.0,80.09,47.51899,-122.321,POINT (-122.321 47.51899),35
